iso_code,country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
GBR,United Kingdom,1.09E+12,1.14E+12,1.18E+12,1.06E+12,1.14E+12,1.34E+12,1.42E+12,1.56E+12,1.65E+12,1.68E+12,1.66E+12,1.64E+12,1.78E+12,2.05E+12,2.42E+12,2.54E+12,2.71E+12,3.10E+12,2.92E+12,2.41E+12,2.48E+12,2.66E+12,2.70E+12,2.79E+12,3.06E+12,2.93E+12,2.69E+12,2.67E+12,2.86E+12
GEO,Georgia,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094935187,3510520231,3613498175,2800026339,3057475289,3219488664,3395728014,3991284895,5125365192,6410823633,7745394293,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189491403,17627060089,14953950557,15141758567,16242956764,17599660629
GHA,Ghana,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216929,53601126664,49181854798,55009730600,58996776238,65556464048
GIB,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8603833218,10324668267,10907214994
GMB,"Gambia, The",317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1467255923,1504954958,1632823199
GNB,Guinea-Bissau,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,849050127.5,1098379392,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897,1458156026
GNQ,Equatorial Guinea,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16298542028,21329395901,22389626329,21942597765,21736500713,13180195435,11233177619,12289913729,13432377050
GRC,Greece,97891090929,1.05E+11,1.16E+11,1.09E+11,1.17E+11,1.37E+11,1.46E+11,1.43E+11,1.44E+11,1.43E+11,1.30E+11,1.36E+11,1.54E+11,2.02E+11,2.41E+11,2.48E+11,2.73E+11,3.18E+11,3.54E+11,3.30E+11,2.99E+11,2.88E+11,2.46E+11,2.40E+11,2.37E+11,1.97E+11,1.95E+11,2.03E+11,2.18E+11
GRD,Grenada,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1185925926
GRL,Greenland,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,0,0
GTM,Guatemala,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18702802522,20776403774,21917430694,23965275794,27211377107,30231249625,34113107372,39136436614,37733609795,41338008613,47654783852,50388460925,53851153447,58722323918,63767597194,68663649522,75620081928,78460447920
GUM,Guam,0,0,0,0,0,0,0,0,0,0,0,0,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5795000000,5851000000,5920000000
GUY,Guyana,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,1458453715,1740180444,1916994912,2061323854,2273225042,2576024116,2861562266,2987684170,3077643314,3197220339,3504024213,3555205811,3878662621
HIC,High income,1.90E+13,2.00E+13,2.16E+13,2.17E+13,2.33E+13,2.58E+13,2.61E+13,2.56E+13,2.57E+13,2.70E+13,2.76E+13,2.73E+13,2.85E+13,3.19E+13,3.55E+13,3.76E+13,3.97E+13,4.34E+13,4.61E+13,4.33E+13,4.54E+13,4.90E+13,4.90E+13,4.96E+13,5.07E+13,4.79E+13,4.89E+13,5.10E+13,5.42E+13
HKG,"Hong Kong SAR, China",76928290842,88959620136,1.04E+11,1.20E+11,1.36E+11,1.45E+11,1.60E+11,1.77E+11,1.69E+11,1.66E+11,1.72E+11,1.69E+11,1.66E+11,1.61E+11,1.69E+11,1.82E+11,1.94E+11,2.12E+11,2.19E+11,2.14E+11,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,3.09E+11,3.21E+11,3.42E+11,3.63E+11
HND,Honduras,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7103507989,7565869928,7775078403,8140271081,8772146605,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23100748922,23969890431
HPC,Heavily indebted poor countries (HIPC),1.35E+11,1.39E+11,1.27E+11,1.31E+11,1.16E+11,1.32E+11,1.38E+11,1.45E+11,1.52E+11,1.52E+11,1.63E+11,1.55E+11,1.67E+11,1.90E+11,2.19E+11,2.49E+11,2.97E+11,3.56E+11,4.30E+11,4.32E+11,4.77E+11,5.33E+11,5.74E+11,6.39E+11,6.76E+11,6.63E+11,6.80E+11,7.55E+11,7.29E+11
HRV,Croatia,0,0,0.00E+00,0.00E+00,0.00E+00,22417450486,23710279342,23854803104,25467053259,23400480898,21669159308,23179799796,26815719603,34686547353,41594418574,45386757883,50454899071,60182977533,70288911413,62666161453,59807966533,62354235671,56494436183,58056951042,57642879510,49530656285,51596929180,55319620158,60971699315
HTI,Haiti,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890647022,8485077205,8775444942,8724656126,7970649131,8409497402,9658721169
HUN,Hungary,0,34753569690,38730585921,40124916945,43166678731,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,1.04E+11,1.13E+11,1.16E+11,1.40E+11,1.58E+11,1.31E+11,1.31E+11,1.41E+11,1.28E+11,1.35E+11,1.41E+11,1.25E+11,1.28E+11,1.42E+11,1.58E+11
IBD,IBRD only,3.49E+12,3.75E+12,3.73E+12,4.00E+12,4.37E+12,4.89E+12,5.34E+12,5.66E+12,5.50E+12,5.34E+12,5.80E+12,5.89E+12,5.98E+12,6.74E+12,8.01E+12,9.59E+12,1.14E+13,1.41E+13,1.70E+13,1.65E+13,2.00E+13,2.36E+13,2.51E+13,2.65E+13,2.74E+13,2.59E+13,2.60E+13,2.87E+13,3.05E+13
IBT,IDA & IBRD total,3.83E+12,4.09E+12,4.06E+12,4.32E+12,4.68E+12,5.25E+12,5.73E+12,6.06E+12,5.91E+12,5.76E+12,6.26E+12,6.34E+12,6.47E+12,7.29E+12,8.66E+12,1.03E+13,1.23E+13,1.52E+13,1.83E+13,1.77E+13,2.15E+13,2.53E+13,2.69E+13,2.85E+13,2.95E+13,2.80E+13,2.81E+13,3.08E+13,3.27E+13
IDA,IDA total,3.44E+11,3.49E+11,3.36E+11,3.20E+11,3.10E+11,3.56E+11,3.91E+11,4.06E+11,4.11E+11,4.22E+11,4.60E+11,4.56E+11,4.91E+11,5.53E+11,6.50E+11,7.56E+11,9.25E+11,1.08E+12,1.30E+12,1.27E+12,1.47E+12,1.68E+12,1.82E+12,2.00E+12,2.15E+12,2.11E+12,2.07E+12,2.17E+12,2.23E+12
IDB,IDA blend,1.49E+11,1.51E+11,1.50E+11,1.33E+11,1.37E+11,1.58E+11,1.75E+11,1.79E+11,1.76E+11,1.83E+11,2.01E+11,2.01E+11,2.23E+11,2.50E+11,3.06E+11,3.67E+11,4.74E+11,5.47E+11,6.52E+11,6.09E+11,7.18E+11,8.32E+11,9.16E+11,9.94E+11,1.08E+12,1.02E+12,9.50E+11,9.42E+11,9.94E+11
IDN,Indonesia,1.06E+11,1.17E+11,1.28E+11,1.58E+11,1.77E+11,2.02E+11,2.27E+11,2.16E+11,95445547873,1.40E+11,1.65E+11,1.60E+11,1.96E+11,2.35E+11,2.57E+11,2.86E+11,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12
IDX,IDA only,1.94E+11,1.97E+11,1.85E+11,1.87E+11,1.72E+11,1.96E+11,2.15E+11,2.25E+11,2.34E+11,2.37E+11,2.58E+11,2.53E+11,2.67E+11,3.01E+11,3.41E+11,3.85E+11,4.45E+11,5.31E+11,6.44E+11,6.62E+11,7.51E+11,8.41E+11,8.92E+11,9.93E+11,1.06E+12,1.08E+12,1.11E+12,1.23E+12,1.24E+12
IMN,Isle of Man,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928601103,5487083658,5920177689,6566098382,6433357030,6754330155,7428280402,6792417112,6592627599,6770532819,0.00E+00
IND,India,3.21E+11,2.70E+11,2.88E+11,2.79E+11,3.27E+11,3.60E+11,3.93E+11,4.16E+11,4.21E+11,4.59E+11,4.68E+11,4.85E+11,5.15E+11,6.08E+11,7.09E+11,8.20E+11,9.40E+11,1.22E+12,1.20E+12,1.34E+12,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12,2.72E+12
INX,Not classified,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
IRL,Ireland,49364679953,49847127139,55985505025,52480251773,57166035571,69222624369,75880630166,82826141595,90082051923,98692079267,99852958356,1.09E+11,1.28E+11,1.64E+11,1.94E+11,2.12E+11,2.32E+11,2.70E+11,2.75E+11,2.36E+11,2.22E+11,2.37E+11,2.25E+11,2.39E+11,2.58E+11,2.92E+11,3.01E+11,3.35E+11,3.82E+11
IRN,"Iran, Islamic Rep.",1.25E+11,0.00E+00,0.00E+00,63743623232,71841461173,96419225744,1.20E+11,1.14E+11,1.10E+11,1.14E+11,1.10E+11,1.27E+11,1.29E+11,1.54E+11,1.90E+11,2.26E+11,2.66E+11,3.50E+11,4.06E+11,4.14E+11,4.87E+11,5.84E+11,5.99E+11,4.67E+11,4.34E+11,3.86E+11,4.19E+11,4.54E+11,0.00E+00
IRQ,Iraq,1.80E+11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,36627901762,49954890353,65140293688,88840050497,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.35E+11,2.35E+11,1.77E+11,1.75E+11,1.95E+11,2.24E+11
ISL,Iceland,6478459747,6920116563,7091625419,6227928906,6399064571,7134341218,7438183247,7580988916,8494094643,8971609106,9003639475,8205357164,9294651863,11414054861,13834751482,16812529924,17216417442,21514962937,17905251832,13164652894,13683689802,15158548597,14724078264,16033517529,17758089312,17344165907,20716024757,24489493459,25878475760
ISR,Israel,59011278706,67558017658,75607012222,75985906529,86342662574,1.00E+11,1.10E+11,1.15E+11,1.16E+11,1.17E+11,1.32E+11,1.31E+11,1.21E+11,1.27E+11,1.35E+11,1.43E+11,1.54E+11,1.79E+11,2.16E+11,2.07E+11,2.34E+11,2.61E+11,2.57E+11,2.93E+11,3.10E+11,3.00E+11,3.19E+11,3.53E+11,3.71E+11
ITA,Italy,1.18E+12,1.25E+12,1.32E+12,1.06E+12,1.10E+12,1.17E+12,1.31E+12,1.24E+12,1.27E+12,1.25E+12,1.14E+12,1.17E+12,1.27E+12,1.57E+12,1.80E+12,1.86E+12,1.95E+12,2.21E+12,2.40E+12,2.19E+12,2.13E+12,2.29E+12,2.09E+12,2.14E+12,2.16E+12,1.84E+12,1.88E+12,1.96E+12,2.08E+12
JAM,Jamaica,4592224067,4071219198,3530892749,5405097571,5419134875,6538840170,7368000000,8375077443,8763219645,8851581633,8985352832,9178016493,9694169757,9399447609,10150978155,11204416000,11901911988,12827809965,13680482787,12067478478,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,15713908816
JOR,Jordan,4160003917,4344250257,5390688438,5685784384,6326420495,6821989155,7024203103,7347574048,8023356841,8263921016,8579280677,9101452750,9716868829,10338730606,11571424542,12765218618,15268053597,17350521862,22279907003,24154000000,26795901408,29244647887,31371056338,34064873239,36329267606,38043450704,39196676056,40708943662,42231295775
JPN,Japan,3.13E+12,3.58E+12,3.91E+12,4.45E+12,4.91E+12,5.45E+12,4.83E+12,4.41E+12,4.03E+12,4.56E+12,4.89E+12,4.30E+12,4.12E+12,4.45E+12,4.82E+12,4.76E+12,4.53E+12,4.52E+12,5.04E+12,5.23E+12,5.70E+12,6.16E+12,6.20E+12,5.16E+12,4.85E+12,4.39E+12,4.93E+12,4.86E+12,4.97E+12
KAZ,Kazakhstan,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.05E+11,1.33E+11,1.15E+11,1.48E+11,1.93E+11,2.08E+11,2.37E+11,2.21E+11,1.84E+11,1.37E+11,1.67E+11,1.79E+11
KEN,Kenya,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750179,69188755511,78757391333,87908262520
KGZ,Kyrgyz Republic,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8092836609
KHM,Cambodia,0,0,0,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3677897739,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20159271965,22180376506,24542474061
KIR,Kiribati,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,185572501.5,188284518.8
KNA,St. Kitts and Nevis,217258907.8,220539518.5,242135407.4,263754666.7,295157666.7,313483370.4,333946111.1,374640307,383257146,406597041.5,433520483.4,475443703,497328958.6,486344344.3,529250444.4,577730925.9,657227370.4,723938703.7,793368444.4,767066407.4,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222
KOR,"Korea, Rep.",2.79E+11,3.26E+11,3.50E+11,3.86E+11,4.56E+11,5.56E+11,5.98E+11,5.58E+11,3.74E+11,4.85E+11,5.62E+11,5.33E+11,6.09E+11,6.81E+11,7.65E+11,8.98E+11,1.01E+12,1.12E+12,1.00E+12,9.02E+11,1.09E+12,1.20E+12,1.22E+12,1.31E+12,1.41E+12,1.38E+12,1.41E+12,1.53E+12,1.62E+12
KWT,Kuwait,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11,1.41E+11
LAC,Latin America & Caribbean (excluding high income),1.08E+12,1.34E+12,1.25E+12,1.45E+12,1.66E+12,1.76E+12,1.90E+12,2.09E+12,2.10E+12,1.88E+12,2.08E+12,2.03E+12,1.81E+12,1.84E+12,2.12E+12,2.57E+12,3.02E+12,3.59E+12,4.20E+12,3.93E+12,4.90E+12,5.59E+12,5.62E+12,5.75E+12,5.88E+12,5.00E+12,4.86E+12,5.41E+12,5.20E+12
LAO,Lao PDR,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416
LBN,Lebanon,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21145518600,21489962080,22048664306,24873482492,29227542760,35477299024,38419626534,40075674295,44230727695,46866579768,48296099502,49973893201,51239050083,53393799668,56639155556
LBR,Liberia,0,0,0,0,0,0,0,0,0,0,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000
LBY,Libya,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37881431913,48364208571
LCA,St. Lucia,518433324.8,548819074.1,602911074.1,612538814.8,638422518.5,682370000,705672777.8,721068259.3,784752481.5,824732888.9,834327296.3,798333814.8,805069148.1,883314333.3,954317407.4,1015934667,1134567222,1279428222,1286720333,1278745519,1399203481,1444269667,1440016852,1483814333,1559072148,1659110889,1701596815,1816728741,1921848222
LCN,Latin America & Caribbean,1.18E+12,1.45E+12,1.37E+12,1.58E+12,1.80E+12,1.92E+12,2.08E+12,2.28E+12,2.30E+12,2.07E+12,2.29E+12,2.24E+12,2.01E+12,2.05E+12,2.37E+12,2.86E+12,3.35E+12,3.95E+12,4.59E+12,4.31E+12,5.35E+12,6.08E+12,6.14E+12,6.30E+12,6.42E+12,5.52E+12,5.39E+12,5.98E+12,5.80E+12
LDC,Least developed countries: UN classification,1.62E+11,1.63E+11,1.47E+11,1.47E+11,1.37E+11,1.56E+11,1.72E+11,1.82E+11,1.86E+11,1.88E+11,2.13E+11,2.03E+11,2.20E+11,2.50E+11,2.87E+11,3.37E+11,3.95E+11,4.75E+11,5.89E+11,5.88E+11,6.74E+11,7.73E+11,8.29E+11,9.01E+11,9.74E+11,9.63E+11,9.73E+11,1.09E+12,1.06E+12
LIC,Low income,1.03E+11,1.07E+11,96839664108,96078785294,78708396682,89693612817,1.02E+11,1.08E+11,1.15E+11,1.16E+11,1.38E+11,1.30E+11,1.38E+11,1.50E+11,1.73E+11,1.98E+11,2.23E+11,2.70E+11,3.30E+11,3.38E+11,3.71E+11,4.13E+11,4.51E+11,4.97E+11,5.28E+11,5.20E+11,5.09E+11,5.43E+11,5.88E+11
LIE,Liechtenstein,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6214633651,0.00E+00,0.00E+00
LKA,Sri Lanka,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,88019706804,88900770858
LMC,Lower middle income,9.09E+11,8.67E+11,9.04E+11,9.08E+11,9.91E+11,1.11E+12,1.22E+12,1.26E+12,1.13E+12,1.23E+12,1.29E+12,1.31E+12,1.41E+12,1.62E+12,1.86E+12,2.16E+12,2.59E+12,3.18E+12,3.56E+12,3.65E+12,4.47E+12,5.05E+12,5.30E+12,5.53E+12,5.83E+12,5.78E+12,6.02E+12,6.52E+12,6.70E+12
LMY,Low & middle income,3.69E+12,3.93E+12,3.89E+12,4.13E+12,4.47E+12,5.01E+12,5.47E+12,5.79E+12,5.62E+12,5.48E+12,5.99E+12,6.06E+12,6.18E+12,6.96E+12,8.27E+12,9.87E+12,1.17E+13,1.46E+13,1.75E+13,1.71E+13,2.07E+13,2.44E+13,2.61E+13,2.76E+13,2.87E+13,2.72E+13,2.73E+13,2.99E+13,3.17E+13
LSO,Lesotho,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262753,1758534995,1773199523,2394600945,2792049477,2677545056,2533992455,2608269552,2289799040,2314323471,2565352373,2738786278
LTE,Late-demographic dividend,2.07E+12,2.26E+12,2.09E+12,2.18E+12,2.48E+12,3.02E+12,3.33E+12,3.48E+12,3.35E+12,3.10E+12,3.40E+12,3.52E+12,3.72E+12,4.25E+12,5.10E+12,6.16E+12,7.44E+12,9.37E+12,1.17E+13,1.13E+13,1.35E+13,1.65E+13,1.76E+13,1.90E+13,1.97E+13,1.84E+13,1.84E+13,2.04E+13,2.22E+13
LTU,Lithuania,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37024718365,43419061504,42826586830,46450990764,48485169331,41392396558,43021972485,47632961168,53429066429
LUX,Luxembourg,13229247948,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64023412340,70885325883
LVA,Latvia,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5770516258,5952007402,6508472054,7145882283,7518044679,7934206257,8334748153,9529948840,11731703358,14355307662,16909366521,21436812139,30897981124,35657998831,26250900751,23796118301,28246551197,28170812352,30276485436,31382780146,27090019663,27734140217,30198231776,34409229178
MAC,"Macao SAR, China",3220920085,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058,55084050790
MAF,St. Martin (French part),0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
MAR,Morocco,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11,1.10E+11,1.18E+11
MCO,Monaco,2481316054,2480497539,2737067002,2574440023,2720297793,3130270895,3137848801,2840182221,2934578821,2906009308,2647883816,2671424966,2905840862,3589126975,4110169853,4203084194,4582988333,5867916781,6476490406,5451653237,5362649007,6080344732,5743029680,6553372278,7060236168,6258844405,6468694690,6415370746,7184844193
MDA,Moldova,0,0,0,0,0,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960426,8414360571,8709165249,9496684622,9510219299,7745231660,8071480541,9669759987,11443671436
MDG,Madagascar,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13853432868
MDV,Maldives,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4735989972,5327457150
MEA,Middle East & North Africa,5.51E+11,5.54E+11,6.04E+11,6.08E+11,6.34E+11,7.09E+11,8.02E+11,8.33E+11,8.09E+11,8.67E+11,9.67E+11,9.71E+11,9.67E+11,1.09E+12,1.27E+12,1.53E+12,1.79E+12,2.12E+12,2.65E+12,2.37E+12,2.77E+12,3.28E+12,3.58E+12,3.55E+12,3.57E+12,3.15E+12,3.15E+12,3.27E+12,3.61E+12
MEX,Mexico,2.61E+11,3.13E+11,3.63E+11,5.01E+11,5.28E+11,3.60E+11,4.11E+11,5.00E+11,5.27E+11,6.00E+11,7.08E+11,7.57E+11,7.72E+11,7.29E+11,7.82E+11,8.77E+11,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.16E+12,1.22E+12
MHL,Marshall Islands,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000
MIC,Middle income,3.59E+12,3.83E+12,3.79E+12,4.04E+12,4.39E+12,4.92E+12,5.37E+12,5.68E+12,5.51E+12,5.37E+12,5.85E+12,5.93E+12,6.05E+12,6.82E+12,8.10E+12,9.67E+12,1.15E+13,1.43E+13,1.71E+13,1.67E+13,2.03E+13,2.40E+13,2.56E+13,2.71E+13,2.81E+13,2.67E+13,2.68E+13,2.94E+13,3.11E+13
MKD,North Macedonia,4699646643,4938775510,2436849342,2682456897,3556581986,4680078740,4651453634,3928975904,3756208791,3863743409,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11279509014,12672131053
